name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,serving_size_g,serving_size_issue,serving_size_g_clean,risk_energy,risk_fat_total,risk_saturated_fat,risk_sodium,risk_sugar,label_konsumsi,alasan_label,garam_g_estimasi,risk_energy_score,risk_fat_total_score,risk_saturated_fat_score,risk_sodium_score,risk_sugar_score,total_risk_score,persen_akg_energi,persen_akg_protein,persen_akg_lemak_total,persen_akg_karbohidrat,persen_akg_serat,persen_akg_natrium,persen_akg_garam,manufacturer_clean
Permen mentos spearmint,PT. Perfetti van melle,0 g,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,PT. Perfetti van melle
Teh Kotak Rasa Apel,"PT. Ultrajaya Milk Industry & Trading CO.,Tbk",0 g,100.0,0.0,24.0,0.0,20.0,50.0,0.0,4.65,0.0,7.38,0.0,3.33,0.0,4.0,0.0,8.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (20.00 g),0.125,0,0,0,0,2,2,3.77,0.0,0.0,5.58,0.0,3.33,3.33,PT. Ultrajaya Milk Industry & Trading CO. Tbk.
Coklat Hershey's milk chocolate,Tidak Diketahui,0.10 g,22.0,0.3,2.8,1.3,2.6,0.0,0.1,1.02,0.5,0.86,1.94,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.1,0,0.1,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.83,0.46,1.73,0.65,0.27,0.0,0.0,Tidak Diketahui
Puff pastry sheet,Tidak Diketahui,3 g,200.0,3.0,18.0,13.0,1.0,0.0,0.0,9.3,5.0,5.54,19.4,0.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,3.0,0,3.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (19.40%),0.0,0,1,0,0,0,1,7.55,4.62,17.33,4.19,0.0,0.0,0.0,Tidak Diketahui
Yogurt greek yummy original,PT. Heavenly nutrition indonesia,7 g,140.0,7.0,17.0,4.0,8.0,0.0,0.0,6.51,11.67,5.23,5.97,0.0,0.0,0.0,12.0,0.0,7.0,6.0,0.0,7.0,0,7.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,5.28,10.77,5.33,3.95,0.0,0.0,0.0,PT. Heavenly nutrition indonesia
Nutrisari jus mangga,PT.Nutrifood indonesia,0 g,60.0,0.0,13.0,1.0,12.0,0.0,0.0,2.79,0.0,4.0,1.49,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (12.00 g),0.0,0,0,0,0,1,1,2.26,0.0,1.33,3.02,0.0,0.0,0.0,PT. Nutrifood indonesia
dancow susu bubuk fortigro full cream,Tidak Diketahui,6 g,120.0,6.0,10.0,7.0,0.0,90.0,0.0,5.58,10.0,3.08,10.45,6.0,0.0,6.0,10.0,0.0,0.0,11.0,0.0,6.0,0,6.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.45%),0.225,0,1,0,0,0,1,4.53,9.23,9.33,2.33,0.0,6.0,6.0,Tidak Diketahui
Supermi rasa Kaldu Ayam,PT. Indofood CBP Sukses Makmur Tbk,3 g,100.0,6.0,45.0,11.0,2.0,920.0,3.0,13.95,10.0,13.85,16.42,61.33,30.0,62.0,0.0,0.0,0.0,17.0,0.0,3.0,0,3.0,Batasi,Batasi,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (13.95%); lemak total %AKG sedang (16.42%); lemak jenuh %AKG tinggi (30.00%); natrium %AKG tinggi (61.33%),2.3,1,1,2,2,0,6,3.77,9.23,14.67,10.47,8.11,61.33,61.33,PT. Indofood CBP Sukses Makmur Tbk.
Ademsari chingku herbal tea,PT. Sari Enesis Indonesia,0 g,90.0,0.0,21.0,0.0,21.0,0.0,0.0,4.19,0.0,6.46,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (21.00 g),0.0,0,0,0,0,2,2,3.4,0.0,0.0,4.88,0.0,0.0,0.0,PT. Sari Enesis Indonesia
Supermi rasa steak ayam,Tidak Diketahui,4 g,140.0,7.0,54.0,15.0,6.0,590.0,4.0,17.67,11.67,16.62,22.39,39.33,35.0,40.0,0.0,0.0,0.0,23.0,0.0,4.0,0,4.0,Batasi,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (17.67%); lemak total %AKG tinggi (22.39%); lemak jenuh %AKG tinggi (35.00%); natrium %AKG tinggi (39.33%),1.475,1,2,2,2,0,7,5.28,10.77,20.0,12.56,10.81,39.33,39.33,Tidak Diketahui
Pronas chicken luncheon,PT. Canning Indonesia,3 g,80.0,4.0,3.0,6.0,0.0,0.0,3.0,3.72,6.67,0.92,8.96,0.0,0.0,0.0,7.0,0.0,0.0,9.0,10.0,3.0,0,3.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.02,6.15,8.0,0.7,8.11,0.0,0.0,PT. Canning Indonesia
Chitato keripik kentang rasa sapi panggang,PT. Indofood CBP Sukses Makmur Tbk,2 g,110.0,2.0,11.0,6.0,0.0,115.0,0.0,5.12,3.33,3.38,8.96,7.67,0.0,8.0,0.0,0.0,6.0,9.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.2875,0,0,0,0,0,0,4.15,3.08,8.0,2.56,0.0,7.67,7.67,PT. Indofood CBP Sukses Makmur Tbk.
Keju Lemnos Fetta Cheese,Tidak Diketahui,5.40 g,83.0,5.4,0.4,6.9,0.9,0.0,0.0,3.86,9.0,0.12,10.3,0.0,0.0,0.0,9.0,0.0,4.0,11.0,0.0,5.4,0,5.4,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.30%),0.0,0,1,0,0,0,1,3.13,8.31,9.2,0.09,0.0,0.0,0.0,Tidak Diketahui
Nissin wafer coklat,PT. Monde Mahkota Biskuit,2 g,50.0,2.0,20.0,6.0,8.0,70.0,0.0,6.51,3.33,6.15,8.96,4.67,15.0,0.0,0.0,0.0,7.0,9.0,0.0,2.0,0,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (15.00%),0.175,0,0,1,0,0,1,1.89,3.08,8.0,4.65,0.0,4.67,4.67,PT. Monde Mahkota Biskuit
Sariroti Sandwich krim keju,PT. Nippon Indosari corporindo Tbk,1 g,130.0,3.0,17.0,6.0,3.0,260.0,1.0,6.05,5.0,5.23,8.96,17.33,0.0,18.0,0.0,0.0,7.0,9.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (17.33%),0.65,0,0,0,1,0,1,4.91,4.62,8.0,3.95,2.7,17.33,17.33,PT. Nippon Indosari corporindo Tbk.
Susu My protein impact whey protein,PT. Natural Nusantara,0.50 g,105.0,20.0,3.0,1.8,1.6,0.0,0.5,4.88,33.33,0.92,2.69,0.0,0.0,0.0,34.0,0.0,5.0,3.0,0.0,0.5,0,0.5,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.96,30.77,2.4,0.7,1.35,0.0,0.0,PT. Natural Nusantara
keripik Qtela singkong,PT. Arira Pangindo,0 g,100.0,0.0,14.0,5.0,1.0,0.0,0.0,4.65,0.0,4.31,7.46,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.77,0.0,6.67,3.26,0.0,0.0,0.0,PT. Arira Pangindo
Milo Activ-Go 18 gram,PT. Nestle Indonesia,0 g,15.0,2.0,13.0,2.0,8.0,35.0,0.0,3.72,3.33,4.0,2.99,2.33,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0875,0,0,0,0,0,0,0.57,3.08,2.67,3.02,0.0,2.33,2.33,PT. Nestle Indonesia
Indomie rasa ayam bawang,PT. Indofood CBP Sukses Makmur Tbk.,2 g,100.0,7.0,43.0,11.0,3.0,1330.0,2.0,13.95,11.67,13.23,16.42,88.67,30.0,89.0,0.0,0.0,0.0,17.0,0.0,2.0,0,2.0,Batasi,Batasi,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (13.95%); lemak total %AKG sedang (16.42%); lemak jenuh %AKG tinggi (30.00%); natrium %AKG tinggi (88.67%),3.325,1,1,2,2,0,6,3.77,10.77,14.67,10.0,5.41,88.67,88.67,PT. Indofood CBP Sukses Makmur Tbk.
Indomie rasa ayam special,PT. Indofood CBP Sukses Makmur Tbk.,2 g,90.0,7.0,44.0,10.0,3.0,1180.0,2.0,13.95,11.67,13.54,14.93,78.67,25.0,79.0,0.0,0.0,0.0,15.0,0.0,2.0,0,2.0,Batasi,Batasi,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (13.95%); lemak total %AKG sedang (14.93%); lemak jenuh %AKG tinggi (25.00%); natrium %AKG tinggi (78.67%),2.95,1,1,2,2,0,6,3.4,10.77,13.33,10.23,5.41,78.67,78.67,PT. Indofood CBP Sukses Makmur Tbk.
Caotina,Tidak Diketahui,1 g,114.0,1.0,10.4,7.4,10.0,20.0,0.0,5.3,1.67,3.2,11.04,1.33,0.0,0.0,0.0,4.0,6.0,12.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Batasi,Batasi,lemak total %AKG sedang (11.04%); gula sedang (10.00 g),0.05,0,1,0,0,1,2,4.3,1.54,9.87,2.42,0.0,1.33,1.33,Tidak Diketahui
Yeo's Chrysantenum tea,PT. YHS Indonesia,0 g,90.0,0.0,22.0,0.0,22.0,0.0,0.0,4.19,0.0,6.77,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (22.00 g),0.0,0,0,0,0,2,2,3.4,0.0,0.0,5.12,0.0,0.0,0.0,PT. YHS Indonesia
Teajus Gula Batu,PT.Karunia Alam Segar,0 g,25.0,0.0,6.0,0.0,5.0,0.0,0.0,1.16,0.0,1.85,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.94,0.0,0.0,1.4,0.0,0.0,0.0,PT. Karunia Alam Segar
nestle cerelac bubur sereal susu rasa ayam sayur,Tidak Diketahui,8 g,210.0,8.0,34.0,5.0,0.0,150.0,0.0,9.77,13.33,10.46,7.46,10.0,0.0,10.0,14.0,11.0,0.0,0.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (10.00%),0.375,0,0,0,1,0,1,7.92,12.31,6.67,7.91,0.0,10.0,10.0,Tidak Diketahui
Nissin UFO fried ramen 100 g,PT. nissin food indonesia,2 g,190.0,8.0,62.0,21.0,6.0,1980.0,2.0,21.86,13.33,19.08,31.34,132.0,45.0,132.0,0.0,0.0,0.0,32.0,0.0,2.0,0,2.0,Waspada,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG tinggi (21.86%); lemak total %AKG tinggi (31.34%); lemak jenuh %AKG tinggi (45.00%); natrium %AKG tinggi (132.00%),4.95,2,2,2,2,0,8,7.17,12.31,28.0,14.42,5.41,132.0,132.0,PT. nissin food indonesia
Ricola herb canndy,Tidak Diketahui,0 g,60.0,0.0,15.0,0.0,0.0,0.0,0.0,2.79,0.0,4.62,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.26,0.0,0.0,3.49,0.0,0.0,0.0,Tidak Diketahui
ABC Minuman Asam Jawa,PT. Heinz ABC Indonesia,0 g,140.0,0.0,34.0,0.0,0.0,0.0,0.0,6.51,0.0,10.46,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,5.28,0.0,0.0,7.91,0.0,0.0,0.0,PT. Heinz ABC Indonesia
Sirup Sunquick Orange,PT.Lasallefood,0 g,45.0,0.0,11.0,0.0,11.0,0.0,0.0,2.09,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (11.00 g),0.0,0,0,0,0,1,1,1.7,0.0,0.0,2.56,0.0,0.0,0.0,PT. Lasallefood
Indofood Racik Bumbu Nasi Goreng,Tidak Diketahui,0 g,0.0,0.0,4.0,0.0,2.0,1050.0,0.0,0.93,0.0,1.23,0.0,70.0,0.0,70.0,0.0,2.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (70.00%),2.625,0,0,0,2,0,2,0.0,0.0,0.0,0.93,0.0,70.0,70.0,Tidak Diketahui
Royco ayam bumbu rujak,PT. Unilever Indonesia,0 g,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.38,0.0,0.0,0.47,0.0,0.0,0.0,PT. Unilever Indonesia
Fitbar,PT.Sanghiang perkasa,1 g,90.0,3.0,14.0,2.5,4.0,0.0,1.0,4.19,5.0,4.31,3.73,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.4,4.62,3.33,3.26,2.7,0.0,0.0,PT. Sanghiang perkasa
Oishi Rasa Udang Pedas,Tidak Diketahui,0.50 g,12.5,1.0,8.0,1.5,1.0,95.0,0.5,2.33,1.67,2.46,2.24,6.33,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.5,0,0.5,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.2375,0,0,0,0,0,0,0.47,1.54,2.0,1.86,1.35,6.33,6.33,Tidak Diketahui
Es krim Wall's double dutch,PT. Andrawina Darma Manunggal Mulya,1 g,150.0,3.0,18.0,7.0,9.0,0.0,1.0,6.98,5.0,5.54,10.45,0.0,0.0,0.0,0.0,6.0,7.0,11.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.45%),0.0,0,1,0,0,0,1,5.66,4.62,9.33,4.19,2.7,0.0,0.0,PT. Andrawina Darma Manunggal Mulya
Bamboe Tongseng,PT. Bamboe Indonesia,2 g,25.0,1.0,5.0,2.5,1.0,580.0,2.0,2.09,1.67,1.54,3.73,38.67,5.0,39.0,0.0,0.0,0.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (38.67%),1.45,0,0,0,2,0,2,0.94,1.54,3.33,1.16,5.41,38.67,38.67,PT. Bamboe Indonesia
Sambal Terasi Kokita,PT. Sekar Laut Tbk,1 g,30.0,1.0,5.0,1.0,1.0,0.0,0.0,1.4,1.67,1.54,1.49,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,1.13,1.54,1.33,1.16,0.0,0.0,0.0,PT. Sekar Laut Tbk.
susu mama minuman khusus ibu hamil & menyusui rasa cokelat,Tidak Diketahui,9 g,190.0,9.0,26.0,5.0,0.0,115.0,0.0,8.84,15.0,8.0,7.46,7.67,0.0,0.0,15.0,8.0,9.0,0.0,0.0,9.0,0,9.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.2875,0,0,0,0,0,0,7.17,13.85,6.67,6.05,0.0,7.67,7.67,Tidak Diketahui
monde boromon cookies,Tidak Diketahui,1 g,0.0,0.0,18.0,0.0,5.0,10.0,1.0,3.72,0.0,5.54,0.0,0.67,0.0,0.0,0.0,6.0,4.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.025,0,0,0,0,0,0,0.0,0.0,0.0,4.19,2.7,0.67,0.67,Tidak Diketahui
Mi ABC cup mi ayam jamur,PT.Wings food,6 g,390.0,7.0,45.0,20.0,8.0,0.0,6.0,18.14,11.67,13.85,29.85,0.0,0.0,0.0,0.0,0.0,19.0,30.0,20.0,6.0,0,6.0,Batasi,Waspada,Aman,Aman,Aman,Waspada,energi %AKG sedang (18.14%); lemak total %AKG tinggi (29.85%),0.0,1,2,0,0,0,3,14.72,10.77,26.67,10.47,16.22,0.0,0.0,PT. Wings food
Permen RELAXA,PT. Aggel Langgeng,0 g,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.38,0.0,0.0,0.47,0.0,0.0,0.0,PT. Aggel Langgeng
Kopi Good Day Chococinno,PT. Santos jaya abadi,1 g,98.0,1.0,17.0,2.0,0.0,15.0,0.0,4.56,1.67,5.23,2.99,1.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0375,0,0,0,0,0,0,3.7,1.54,2.67,3.95,0.0,1.0,1.0,PT. Santos jaya abadi
Pop Ice Taro,PT. Forisa Nusapersada,0 g,15.0,0.0,22.0,1.5,19.0,40.0,0.0,4.65,0.0,6.77,2.24,2.67,8.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (19.00 g),0.1,0,0,0,0,1,1,0.57,0.0,2.0,5.12,0.0,2.67,2.67,PT. Forisa Nusapersada
Bamboe Lodeh,PT. Bamboe Indonesia,0 g,10.0,1.0,0.0,1.0,0.0,980.0,0.0,0.7,1.67,0.0,1.49,65.33,5.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (65.33%),2.45,0,0,0,2,0,2,0.38,1.54,1.33,0.0,0.0,65.33,65.33,PT. Bamboe Indonesia
Starbucks chocolate croissant,Tidak Diketahui,2 g,340.0,5.0,38.0,20.0,13.0,0.0,2.0,15.81,8.33,11.69,29.85,0.0,0.0,0.0,0.0,12.0,16.0,30.0,0.0,2.0,0,2.0,Batasi,Waspada,Aman,Aman,Batasi,Waspada,energi %AKG sedang (15.81%); lemak total %AKG tinggi (29.85%); gula sedang (13.00 g),0.0,1,2,0,0,1,4,12.83,7.69,26.67,8.84,5.41,0.0,0.0,Tidak Diketahui
Mie Gaga Goreng Lada Hitam,"PT. Jakarana tama, bogor",9 g,390.0,9.0,53.0,16.0,0.0,1150.0,0.0,18.14,15.0,16.31,23.88,76.67,0.0,77.0,0.0,0.0,19.0,24.0,0.0,9.0,0,9.0,Batasi,Waspada,Aman,Waspada,Aman,Waspada,energi %AKG sedang (18.14%); lemak total %AKG tinggi (23.88%); natrium %AKG tinggi (76.67%),2.875,1,2,0,2,0,5,14.72,13.85,21.33,12.33,0.0,76.67,76.67,"PT. Jakarana tama, bogor"
Eskrim walls feast vanila,PT. Andrawina Darma Manunggal Mulya,1 g,140.0,2.0,15.0,8.0,13.0,0.0,1.0,6.51,3.33,4.62,11.94,0.0,0.0,0.0,0.0,5.0,7.0,12.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Batasi,Batasi,lemak total %AKG sedang (11.94%); gula sedang (13.00 g),0.0,0,1,0,0,1,2,5.28,3.08,10.67,3.49,2.7,0.0,0.0,PT. Andrawina Darma Manunggal Mulya
Es krim Diamond durian,PT. Sukanda djaya,2 g,100.0,2.0,12.0,6.0,9.0,0.0,0.0,4.65,3.33,3.69,8.96,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.77,3.08,8.0,2.79,0.0,0.0,0.0,PT. Sukanda djaya
Promina sliky puding rasa strawberry,PT. Indofood CBP Sukses Makmur Tbk,1 g,110.0,1.0,19.0,3.0,11.0,12.0,0.0,5.12,1.67,5.85,4.48,0.8,0.0,0.0,0.0,6.0,6.0,5.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (11.00 g),0.03,0,0,0,0,1,1,4.15,1.54,4.0,4.42,0.0,0.8,0.8,PT. Indofood CBP Sukses Makmur Tbk.
Indofood Saos Tomat (135 ml),Tidak Diketahui,0 g,20.0,0.0,5.0,0.0,4.0,400.0,0.0,0.93,0.0,1.54,0.0,26.67,0.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (26.67%),1.0,0,0,0,2,0,2,0.75,0.0,0.0,1.16,0.0,26.67,26.67,Tidak Diketahui
Royco nasi goreng,PT. Unilever Indonesia,0 g,15.0,0.0,2.0,0.0,2.0,0.0,0.0,0.7,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.57,0.0,0.0,0.47,0.0,0.0,0.0,PT. Unilever Indonesia
Starbucks Almond croissant,Tidak Diketahui,3 g,420.0,10.0,45.0,22.0,13.0,0.0,3.0,19.53,16.67,13.85,32.84,0.0,0.0,0.0,17.0,0.0,20.0,33.0,0.0,3.0,0,3.0,Batasi,Waspada,Aman,Aman,Batasi,Waspada,energi %AKG sedang (19.53%); lemak total %AKG tinggi (32.84%); gula sedang (13.00 g),0.0,1,2,0,0,1,4,15.85,15.38,29.33,10.47,8.11,0.0,0.0,Tidak Diketahui
Sari Wangi Teh Hitam Jahe & Kunyit,PT. Agri Wangi Indonesia,0 g,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.025,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,PT. Agri Wangi Indonesia
Mom Miyuki Go Roa Keripik Pisang Goroho (Roa Pedas),Tidak Diketahui,1 g,180.0,1.0,24.0,8.0,14.0,50.0,0.0,8.37,1.67,7.38,11.94,3.33,35.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,0,1.0,Aman,Batasi,Waspada,Aman,Batasi,Waspada,lemak total %AKG sedang (11.94%); lemak jenuh %AKG tinggi (35.00%); gula sedang (14.00 g),0.125,0,1,2,0,1,4,6.79,1.54,10.67,5.58,0.0,3.33,3.33,Tidak Diketahui
Kopi Kapal api grande white coffe,PT. Santos jaya abadi,1 g,90.0,1.0,17.0,2.0,12.0,0.0,1.0,4.19,1.67,5.23,2.99,0.0,0.0,0.0,0.0,6.0,5.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (12.00 g),0.0,0,0,0,0,1,1,3.4,1.54,2.67,3.95,2.7,0.0,0.0,PT. Santos jaya abadi
Nissin Gekikara Ramen Rasa Carbonara Pedas,PT. NISSIN FOODS INDONESIA,7 g,350.0,7.0,53.0,12.0,0.0,1170.0,0.0,16.28,11.67,16.31,17.91,78.0,0.0,78.0,0.0,17.0,0.0,18.0,0.0,7.0,0,7.0,Batasi,Batasi,Aman,Waspada,Aman,Waspada,energi %AKG sedang (16.28%); lemak total %AKG sedang (17.91%); natrium %AKG tinggi (78.00%),2.925,1,1,0,2,0,4,13.21,10.77,16.0,12.33,0.0,78.0,78.0,PT. NISSIN FOODS INDONESIA
Es krim Diamond kacang hijau,PT. Sukanda djaya,4 g,220.0,4.0,12.0,11.0,8.0,0.0,0.0,10.23,6.67,3.69,16.42,0.0,0.0,0.0,7.0,0.0,11.0,17.0,0.0,4.0,0,4.0,Batasi,Batasi,Aman,Aman,Aman,Batasi,energi %AKG sedang (10.23%); lemak total %AKG sedang (16.42%),0.0,1,1,0,0,0,2,8.3,6.15,14.67,2.79,0.0,0.0,0.0,PT. Sukanda djaya
Kopiko coffe candy,PT. Mayora Indah Tbk.,0 g,40.0,0.0,8.0,1.0,6.0,0.0,0.0,1.86,0.0,2.46,1.49,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,1.51,0.0,1.33,1.86,0.0,0.0,0.0,PT. Mayora Indah Tbk.
You C1000 vitamin orange,PT. Djojonegoro,0 g,80.0,0.0,20.0,0.0,20.0,0.0,0.0,3.72,0.0,6.15,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (20.00 g),0.0,0,0,0,0,2,2,3.02,0.0,0.0,4.65,0.0,0.0,0.0,PT. Djojonegoro
yummy bites banana flavor,CV. KUSUMA FOOD INDONESIA,2 g,190.0,2.0,44.0,0.0,4.0,130.0,0.0,8.84,3.33,13.54,0.0,8.67,0.0,9.0,0.0,14.0,9.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.325,0,0,0,0,0,0,7.17,3.08,0.0,10.23,0.0,8.67,8.67,CV. KUSUMA FOOD INDONESIA
Kopiko 78'C coffe latte,PT. Mayora Indah Tbk.,4 g,160.0,4.0,28.0,3.0,24.0,0.0,0.0,7.44,6.67,8.62,4.48,0.0,0.0,0.0,7.0,9.0,8.0,0.0,0.0,4.0,0,4.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (24.00 g),0.0,0,0,0,0,2,2,6.04,6.15,4.0,6.51,0.0,0.0,0.0,PT. Mayora Indah Tbk.
Hershey's Spreads,Tidak Diketahui,1 g,190.0,3.0,20.0,12.0,19.0,50.0,1.0,8.84,5.0,6.15,17.91,3.33,0.0,0.0,0.0,7.0,9.0,18.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Batasi,Batasi,lemak total %AKG sedang (17.91%); gula sedang (19.00 g),0.125,0,1,0,0,1,2,7.17,4.62,16.0,4.65,2.7,3.33,3.33,Tidak Diketahui
